533,2012-05-15 05:41:52,0,2,0.193825,-0.109957,0.880520,9.072514
533,2012-05-15 05:41:52,1,2,0.209418,-0.093328,0.904723,9.072514
533,2012-05-15 05:41:52,2,2,0.192266,-0.145483,0.759505,9.072514
533,2012-05-15 05:41:52,3,2,0.178232,-0.126586,0.637734,9.072514
533,2012-05-15 05:41:52,4,2,0.222673,-0.050999,0.710343,9.072514
533,2012-05-15 05:41:52,5,2,0.225012,-0.073675,0.710343,9.072514
533,2012-05-15 05:41:52,6,2,0.198503,-0.067628,0.759505,9.072514
533,2012-05-15 05:41:52,7,2,0.267114,-0.138680,0.856317,9.072514
533,2012-05-15 05:41:52,8,2,0.249181,-0.054022,0.880520,9.072514
533,2012-05-15 05:41:52,9,2,0.211757,-0.063849,1.074901,9.072514
533,2012-05-15 05:41:52,10,2,0.303758,-0.122051,1.124063,9.072514
533,2012-05-15 05:41:52,11,2,0.242944,0.021565,1.269281,9.072514
533,2012-05-15 05:41:52,12,2,0.171994,-0.155310,1.245078,9.072514
533,2012-05-15 05:41:52,13,2,0.196164,-0.154554,1.269281,9.072514
533,2012-05-15 05:41:52,14,2,0.247622,-0.258865,1.196672,9.072514
533,2012-05-15 05:41:52,15,2,0.185249,0.017030,1.196672,9.072514
533,2012-05-15 05:41:52,16,2,0.193825,-0.103154,1.099104,9.072514
533,2012-05-15 05:41:52,17,2,0.259317,-0.195371,1.172469,9.072514
533,2012-05-15 05:41:52,18,2,0.317792,-0.514350,1.852422,9.072514
533,2012-05-15 05:41:52,19,8,0.225012,-0.433472,1.318443,9.072514
533,2012-05-15 05:41:52,20,8,0.281927,1.049555,0.661937,9.072514
533,2012-05-15 05:41:52,21,8,0.327928,0.318624,1.487864,9.072514
533,2012-05-15 05:41:52,22,8,0.019959,-0.093328,1.318443,9.072514
533,2012-05-15 05:41:52,23,8,0.243724,-0.091060,1.852422,9.072514
533,2012-05-15 05:41:52,24,8,-0.261500,0.148552,0.978089,9.072514
533,2012-05-15 05:41:52,25,8,0.157960,-0.408528,0.540922,9.072514
533,2012-05-15 05:41:52,26,8,0.346640,-0.440275,0.978089,9.072514
533,2012-05-15 05:41:52,27,8,0.066739,-0.010182,1.172469,9.072514
533,2012-05-15 05:41:52,28,8,0.087011,-0.202174,1.439458,9.072514
533,2012-05-15 05:41:52,29,8,0.278029,-0.283808,1.391052,9.072514
533,2012-05-15 05:41:52,30,8,0.281148,-0.212756,1.074901,9.072514
533,2012-05-15 05:41:52,31,8,0.272571,0.054068,1.050698,9.072514
533,2012-05-15 05:41:52,32,8,0.253080,-0.251306,1.050698,9.072514
533,2012-05-15 05:41:52,33,8,0.203181,-0.218803,1.172469,9.072514
533,2012-05-15 05:41:52,34,8,0.225791,-0.068384,1.172469,9.072514
533,2012-05-15 05:41:52,35,8,0.272571,-0.073675,1.124063,9.072514
533,2012-05-15 05:41:52,36,8,0.218774,0.050288,1.342646,9.072514
533,2012-05-15 05:41:52,37,8,0.276470,-0.261888,1.148266,9.072514
533,2012-05-15 05:41:52,38,8,0.164198,0.075988,1.148266,9.072514
533,2012-05-15 05:41:52,39,8,0.200062,-0.358640,1.293484,9.072514
533,2012-05-15 05:41:52,40,8,0.151723,0.224896,1.124063,9.072514
533,2012-05-15 05:41:52,41,8,0.192266,-0.069140,1.099104,9.072514
533,2012-05-15 05:41:52,42,8,0.168096,-0.162868,1.172469,9.072514
533,2012-05-15 05:41:52,43,8,0.197723,-0.153042,1.196672,9.072514
533,2012-05-15 05:41:52,44,8,0.208639,-0.051755,1.099104,9.072514
533,2012-05-15 05:41:52,45,8,0.140808,-0.326893,1.099104,9.072514
533,2012-05-15 05:41:52,46,8,0.136909,-0.134901,1.026495,9.072514
533,2012-05-15 05:41:52,47,8,0.225012,-0.065361,1.124063,9.072514
533,2012-05-15 05:41:52,48,8,0.264775,0.175008,1.415255,9.072514
533,2012-05-15 05:41:52,49,8,0.079214,-0.259620,1.196672,9.072514
533,2012-05-15 05:41:52,50,8,0.039451,-0.207465,1.099104,9.072514
533,2012-05-15 05:41:52,51,8,0.210198,0.156111,1.148266,9.072514
533,2012-05-15 05:41:52,52,8,0.191486,-0.106934,1.124063,9.072514
533,2012-05-15 05:41:52,53,8,0.403555,-0.319335,1.391052,9.072514
533,2012-05-15 05:41:52,54,8,-0.139872,-0.304217,0.589328,9.072514
533,2012-05-15 05:41:52,55,8,0.352097,-0.179498,1.124063,9.072514
533,2012-05-15 05:41:52,56,8,0.286605,-1.224873,1.318443,9.072514
533,2012-05-15 05:41:52,57,8,0.111960,-1.000378,1.245078,9.072514
533,2012-05-15 05:41:52,58,8,-0.162482,1.076767,0.419151,9.072514
533,2012-05-15 05:41:52,59,8,0.678777,0.249084,0.904723,9.072514